Date,ID,Gender,Age,Income,Context,Impression Cost
2015-01-01 12:24:24,1784523439168747520,Male,>54,Medium,News,0.001500
2015-01-01 12:24:28,338522651433088000,Male,25-34,Low,News,0.001044
2015-01-01 12:24:29,1365652424683160576,Female,35-44,Low,News,0.002262
2015-01-01 12:24:34,946125942559789056,Male,45-54,Medium,Shopping,0.000000
2015-01-01 12:24:34,1759274227307947008,Female,35-44,Medium,Social Media,0.000000
2015-01-01 12:24:34,1380483925714339840,Male,35-44,Medium,Blog,0.002812
2015-01-01 12:24:35,1446197257544635392,Female,45-54,High,News,0.001021
2015-01-01 12:24:36,384816257379937280,Female,25-34,Medium,News,0.001045
2015-01-01 12:24:38,4938987260886578176,Female,45-54,Low,News,0.000000
2015-01-01 12:24:39,7390033204688099328,Male,25-34,Medium,Social Media,0.001456
2015-01-01 12:24:43,3468497520919981056,Female,35-44,Medium,News,0.001939
2015-01-01 12:24:43,3231404453287972864,Male,25-34,Medium,News,0.000000
2015-01-01 12:24:52,7365409326105110528,Female,>54,High,Social Media,0.001544
2015-01-01 12:24:54,7297022566264756224,Female,45-54,High,Blog,0.002376
2015-01-01 12:24:55,2325321431819301888,Female,<25,Low,Social Media,0.000000
2015-01-01 12:24:58,1362694104941820928,Female,<25,Medium,Social Media,0.002725
2015-01-01 12:24:58,3655679786823968768,Male,35-44,High,Shopping,0.000000
2015-01-01 12:24:58,2019341371450500096,Female,45-54,Medium,News,0.000000
2015-01-01 12:24:58,6191474024277564416,Female,45-54,Medium,Shopping,0.002927
2015-01-01 12:24:58,1379617717838522368,Female,25-34,Low,Social Media,0.000000
2015-01-01 12:24:59,4901400396734456832,Male,<25,Medium,Shopping,0.002348
2015-01-01 12:25:01,1414433821201816576,Female,<25,Medium,Social Media,0.001224
2015-01-01 12:25:01,1332723856358908928,Male,35-44,High,Shopping,0.000000
2015-01-01 12:25:02,8968993619918080000,Female,45-54,Medium,Social Media,0.000000
2015-01-01 12:25:02,3439994119708606464,Female,>54,Medium,News,0.002877
2015-01-01 12:25:05,6315709617441218560,Female,25-34,Medium,Shopping,0.000000
2015-01-01 12:25:07,5692468805373542400,Male,25-34,High,Social Media,0.000000
2015-01-01 12:25:08,386355697655230464,Female,<25,Medium,Social Media,0.002521
2015-01-01 12:25:11,8982154322852896768,Female,<25,High,Shopping,0.000000
2015-01-01 12:25:12,7535300122055611392,Female,45-54,Low,Social Media,0.002477
2015-01-01 12:25:14,8035566261823316992,Male,25-34,High,Blog,0.000000
2015-01-01 12:25:16,3599868021019716608,Female,25-34,Medium,Social Media,0.002484
2015-01-01 12:25:19,1883561247325019136,Male,<25,High,Blog,0.000000
2015-01-01 12:25:22,6570111785794146304,Female,>54,High,Blog,0.000000
2015-01-01 12:25:22,4987143702522864640,Female,>54,Low,Social Media,0.000000
2015-01-01 12:25:23,2766148505670682624,Male,25-34,High,Social Media,0.000000
2015-01-01 12:25:24,3969168956975537152,Female,35-44,Medium,News,0.002282
2015-01-01 12:25:25,2640570296752093184,Female,45-54,Medium,Shopping,0.001780
2015-01-01 12:25:26,4202271418674723840,Male,35-44,Medium,News,0.000000
2015-01-01 12:25:26,1148644892421822464,Male,45-54,Low,Social Media,0.000000
2015-01-01 12:25:27,2110003473146052608,Male,<25,Medium,Shopping,0.000000
2015-01-01 12:25:31,7239333177221330944,Male,25-34,Medium,News,0.000000
2015-01-01 12:25:32,1911246462278417408,Male,<25,Low,Social Media,0.001329
2015-01-01 12:25:37,1871246692850390016,Female,35-44,Medium,News,0.001713
2015-01-01 12:25:39,7257227365995638784,Male,35-44,Low,News,0.002554
2015-01-01 12:25:41,1152451643569315840,Female,25-34,Low,Shopping,0.001629
2015-01-01 12:25:43,2861770529284006912,Female,25-34,Medium,Social Media,0.000000
2015-01-01 12:25:44,7800953640321445888,Female,25-34,Medium,News,0.000000
2015-01-01 12:25:44,6101435600859467776,Female,45-54,Low,News,0.000000
2015-01-01 12:25:45,2588286729360762880,Female,35-44,Low,Shopping,0.002908
2015-01-01 12:25:47,296859841250007040,Female,>54,Medium,Social Media,0.000000
2015-01-01 12:25:48,2234179465778359296,Male,>54,Medium,Social Media,0.002234
2015-01-01 12:25:48,9202323850097975296,Female,35-44,Low,Shopping,0.002802
2015-01-01 12:25:51,2247645616672825344,Female,>54,Medium,News,0.000000
2015-01-01 12:25:51,3367026224780524544,Female,<25,High,Shopping,0.002960
2015-01-01 12:25:52,6836654861987428352,Female,25-34,Medium,Shopping,0.002647
2015-01-01 12:25:57,2516570258309522432,Female,35-44,Medium,Social Media,0.000000
2015-01-01 12:26:00,1203374908941059072,Female,45-54,Low,Social Media,0.000000
2015-01-01 12:26:01,9003155641627102208,Female,45-54,Low,Shopping,0.000000
2015-01-01 12:26:01,6163476282095168512,Female,45-54,Low,Shopping,0.000000
2015-01-01 12:26:02,4032352467146732544,Female,>54,High,Social Media,0.000000
2015-01-01 12:26:02,4661064581969669120,Male,<25,Low,News,0.000000
2015-01-01 12:26:07,8693226110784896000,Female,<25,Medium,Shopping,0.000000
2015-01-01 12:26:07,5600231030066300928,Female,<25,Low,Shopping,0.001455
2015-01-01 12:26:10,6819807436814468096,Female,>54,Low,Social Media,0.000000
2015-01-01 12:26:10,9187501965996264448,Male,25-34,Medium,News,0.001094
2015-01-01 12:26:11,4342713493613899776,Male,>54,Medium,Social Media,0.001624
2015-01-01 12:26:14,9004931204632686592,Female,25-34,Low,Shopping,0.000000
2015-01-01 12:26:18,3618456705886365696,Female,>54,Medium,News,0.002018
2015-01-01 12:26:20,1469877135512740864,Female,25-34,Low,Shopping,0.000000
2015-01-01 12:26:22,8111732774894577664,Female,<25,Medium,Shopping,0.000000
2015-01-01 12:26:23,8815545819192381440,Male,45-54,Medium,News,0.000000
2015-01-01 12:26:27,4424009991858564096,Male,<25,Low,News,0.001469
2015-01-01 12:26:27,3645767192788702208,Female,25-34,Low,News,0.001610
2015-01-01 12:26:27,2874184626973452288,Male,25-34,Medium,Social Media,0.000000
2015-01-01 12:26:28,5663841793370656768,Male,25-34,Low,News,0.000000
2015-01-01 12:26:31,1865544450232993792,Female,35-44,Medium,Social Media,0.000000
2015-01-01 12:26:37,1384709747343095808,Male,35-44,Low,Social Media,0.001390
2015-01-01 12:26:38,3667750100281368576,Male,25-34,Low,Social Media,0.000000
2015-01-01 12:26:38,3040605463565667328,Female,45-54,High,Social Media,0.001048
2015-01-01 12:26:42,1666179953742998528,Male,<25,High,Shopping,0.000000
2015-01-01 12:26:45,7341931576694394880,Female,<25,Medium,News,0.002448
2015-01-01 12:26:46,8646116423783567360,Female,25-34,High,Shopping,0.001141
2015-01-01 12:26:47,2734980137592713216,Male,45-54,High,Social Media,0.002929
2015-01-01 12:26:49,1857939473486561280,Female,45-54,Low,Social Media,0.002365
2015-01-01 12:26:50,7959495412668902400,Female,<25,Low,Social Media,0.000000
2015-01-01 12:26:50,451621357382654976,Male,<25,Medium,News,0.000000
2015-01-01 12:26:51,2401442586566646784,Female,45-54,Medium,Shopping,0.002010
2015-01-01 12:26:55,1605201221370511360,Female,25-34,Medium,News,0.001151
2015-01-01 12:26:56,4746715627892389888,Female,<25,Low,News,0.002236
2015-01-01 12:26:59,5052752023993697280,Female,25-34,Medium,Shopping,0.001863
2015-01-01 12:27:01,6227500515701170176,Male,45-54,Medium,Social Media,0.000000
2015-01-01 12:27:04,6974865114464185344,Male,>54,Medium,News,0.000000
2015-01-01 12:27:06,5244122050558471168,Female,25-34,Low,Blog,0.000000
2015-01-01 12:27:12,2904636975935417344,Female,>54,Medium,Shopping,0.002254
2015-01-01 12:27:12,1338507802794735616,Female,25-34,Medium,News,0.000000
2015-01-01 12:27:15,4203308988117065728,Female,>54,Medium,News,0.002336
2015-01-01 12:27:15,469344727299545088,Male,35-44,High,News,0.000000
2015-01-01 12:27:15,1922252865616076800,Female,45-54,High,Social Media,0.000000
2015-01-01 12:27:15,7538078554424392704,Female,45-54,Low,Social Media,0.000000
2015-01-01 12:27:16,5461578951950773248,Female,25-34,Low,News,0.002276
2015-01-01 12:27:16,4037092847535193088,Female,35-44,Medium,Social Media,0.001455
2015-01-01 12:27:16,3293347777088837632,Male,45-54,Medium,News,0.002000
2015-01-01 12:27:19,2797481694578870272,Female,45-54,High,Social Media,0.000000
2015-01-01 12:27:20,7769730890621685760,Male,35-44,High,Social Media,0.002506
2015-01-01 12:27:21,2572181074861441024,Male,25-34,High,Social Media,0.001335
2015-01-01 12:27:21,1668428179878312960,Female,25-34,Medium,Social Media,0.002782
2015-01-01 12:27:26,1542564925494891520,Female,35-44,Low,Shopping,0.001691
2015-01-01 12:27:26,81782520415510528,Female,35-44,Low,News,0.002925
2015-01-01 12:27:31,4750890726382987264,Female,25-34,Medium,Social Media,0.002468
2015-01-01 12:27:33,7331480195862690816,Female,25-34,High,Blog,0.000000
2015-01-01 12:27:34,5945768773890814976,Female,>54,Medium,Social Media,0.001903
2015-01-01 12:27:34,3012267707232569344,Female,45-54,High,Social Media,0.000000
2015-01-01 12:27:34,4621059086120578048,Female,25-34,Low,News,0.000000
2015-01-01 12:27:34,8683406639083806720,Female,<25,High,News,0.000000
2015-01-01 12:27:39,108900070777425920,Female,<25,High,News,0.000000
2015-01-01 12:27:39,8449676394250641408,Female,35-44,Medium,News,0.001306
2015-01-01 12:27:39,2802498381544237056,Female,45-54,Medium,News,0.001459
2015-01-01 12:27:42,3050827384141032448,Male,>54,Low,Shopping,0.000000
2015-01-01 12:27:51,8992805032050157568,Female,25-34,Medium,News,0.000000
2015-01-01 12:27:51,8798417516845635584,Female,35-44,Medium,Social Media,0.001199
2015-01-01 12:27:55,2487533653055523840,Female,45-54,High,Shopping,0.000000
2015-01-01 12:27:55,5091483512350411776,Male,<25,Medium,Shopping,0.000000
2015-01-01 12:27:55,6691414246667111424,Male,25-34,Medium,Social Media,0.000000
2015-01-01 12:27:58,6105817942048242688,Female,>54,High,Social Media,0.002797
2015-01-01 12:28:00,1023310981109621760,Male,<25,High,News,0.000000
2015-01-01 12:28:02,4844136206994110464,Male,25-34,Medium,Shopping,0.001185
2015-01-01 12:28:06,6228782022151597056,Male,<25,High,Social Media,0.001338
2015-01-01 12:28:07,8309146690880405504,Male,25-34,Medium,Shopping,0.000000
2015-01-01 12:28:09,8082082592865427456,Male,35-44,High,News,0.000000
2015-01-01 12:28:09,981319513489271808,Female,45-54,Low,Shopping,0.002977
2015-01-01 12:28:09,1394237900267662336,Female,35-44,Medium,News,0.001627
2015-01-01 12:28:11,7983807835229642752,Female,45-54,Low,Blog,0.000000
2015-01-01 12:28:11,1203701879096753152,Male,>54,Low,News,0.002376
2015-01-01 12:28:12,2859625150076546048,Female,45-54,Medium,News,0.001268
2015-01-01 12:28:15,3279795480511068160,Female,<25,Low,News,0.001506
2015-01-01 12:28:16,8732407787631674368,Male,35-44,Low,Blog,0.001334
2015-01-01 12:28:19,4022223628867666944,Female,45-54,Medium,Social Media,0.001605
2015-01-01 12:28:20,2334972747666010112,Female,35-44,High,News,0.002016
2015-01-01 12:28:22,8137671061605713920,Female,45-54,Low,News,0.001270
2015-01-01 12:28:22,7817781452450230272,Female,<25,Medium,News,0.000000
2015-01-01 12:28:25,517563307560494080,Female,35-44,Medium,Social Media,0.001665
2015-01-01 12:28:26,4324950876086110208,Female,45-54,Medium,News,0.000000
2015-01-01 12:28:28,1206860976437049344,Female,35-44,Medium,Social Media,0.001237
2015-01-01 12:28:29,5273229402341340160,Female,45-54,Medium,News,0.000000
2015-01-01 12:28:32,3804819926400743424,Female,25-34,High,Social Media,0.002946
2015-01-01 12:28:36,6581276559054668800,Female,<25,High,News,0.000000
2015-01-01 12:28:37,376570505540291584,Female,<25,Low,News,0.001166
2015-01-01 12:28:39,2614050621296173056,Female,25-34,Low,News,0.002961
2015-01-01 12:28:40,6075972104483061760,Female,>54,Medium,Shopping,0.000000
2015-01-01 12:28:42,2420111698598241280,Male,<25,Medium,Social Media,0.002814
2015-01-01 12:28:46,2686837062732222464,Female,>54,High,Social Media,0.002846
2015-01-01 12:28:47,9113338528099805184,Male,25-34,Low,Social Media,0.002890
2015-01-01 12:28:49,7557717122479518720,Female,25-34,Low,Shopping,0.002722
2015-01-01 12:28:50,4638143335267801088,Female,<25,High,News,0.000000
2015-01-01 12:28:50,2098302910163670016,Female,25-34,Medium,Blog,0.001055
2015-01-01 12:28:51,7579964452305358848,Female,<25,Medium,Shopping,0.000000
2015-01-01 12:28:52,7973746105330167808,Female,35-44,Medium,Social Media,0.000000
2015-01-01 12:28:52,8620313569642079232,Female,45-54,Medium,Shopping,0.000000
2015-01-01 12:28:52,4408428874574870528,Female,35-44,High,Blog,0.000000
2015-01-01 12:28:54,3278011031072827392,Male,25-34,Low,Blog,0.000000
2015-01-01 12:28:58,2600510648468004864,Male,35-44,Low,Blog,0.000000
2015-01-01 12:28:58,3263883797499851776,Male,35-44,Medium,News,0.000000
2015-01-01 12:29:00,7771277638659768320,Female,25-34,High,Blog,0.002132
2015-01-01 12:29:01,2982197432930212864,Male,>54,Low,Blog,0.000000
2015-01-01 12:29:05,4997662344549392384,Female,35-44,Low,Shopping,0.000000
2015-01-01 12:29:06,8889872834230680576,Female,>54,Medium,Shopping,0.002520
2015-01-01 12:29:07,9037499832897812480,Female,35-44,Low,Shopping,0.001825
2015-01-01 12:29:08,3695147047122552832,Male,>54,Medium,Blog,0.000000
2015-01-01 12:29:13,4675804279058278400,Female,35-44,Low,Social Media,0.002106
2015-01-01 12:29:13,2307720271600138240,Female,45-54,Medium,Social Media,0.000000
2015-01-01 12:29:15,6697636951023305728,Female,25-34,High,Social Media,0.000000
2015-01-01 12:29:16,6732804144847951872,Female,35-44,Medium,News,0.000000
2015-01-01 12:29:17,8272452395814425600,Female,<25,Low,News,0.002883
2015-01-01 12:29:17,2640869956884416512,Female,25-34,Low,Social Media,0.000000
2015-01-01 12:29:17,3681205729785101312,Female,35-44,Medium,Shopping,0.000000
2015-01-01 12:29:18,8523744637188838400,Female,25-34,High,News,0.000000
2015-01-01 12:29:19,5013790521966213120,Male,25-34,High,Shopping,0.000000
2015-01-01 12:29:20,6562247226892453888,Female,25-34,Low,Social Media,0.002840
2015-01-01 12:29:24,6293967362572904448,Female,<25,Low,News,0.000000
2015-01-01 12:29:25,1705180103762301952,Female,35-44,Low,Shopping,0.002770
2015-01-01 12:29:25,3132747048215802880,Female,35-44,Medium,Social Media,0.002542
2015-01-01 12:29:27,6122928816870764544,Female,35-44,High,Shopping,0.001793
2015-01-01 12:29:28,3297619522737750016,Female,<25,Medium,Shopping,0.001132
2015-01-01 12:29:28,3123822462754934784,Male,45-54,Medium,Blog,0.002774
2015-01-01 12:29:29,7134969550057011200,Female,25-34,Low,News,0.000000
2015-01-01 12:29:30,6302172347174868992,Female,<25,Low,Shopping,0.000000
2015-01-01 12:29:31,8044453009761204224,Male,25-34,Low,Shopping,0.002168
2015-01-01 12:29:32,735153064830655488,Female,35-44,Low,Shopping,0.000000
2015-01-01 12:29:33,912767988118814720,Female,45-54,Medium,News,0.001686
2015-01-01 12:29:35,8189389851462128640,Male,<25,High,News,0.000000
2015-01-01 12:29:35,2890009367214850048,Female,25-34,Medium,Shopping,0.001844
2015-01-01 12:29:39,7693654812770535424,Female,>54,Medium,News,0.002724
2015-01-01 12:29:41,2778760500066615296,Male,25-34,Medium,Shopping,0.000000
2015-01-01 12:29:42,3553342674683435008,Female,35-44,Medium,Social Media,0.002919
2015-01-01 12:29:42,7402269212037711872,Female,45-54,Medium,Shopping,0.000000
2015-01-01 12:29:45,605420827063754752,Female,35-44,Medium,Shopping,0.000000
2015-01-01 12:29:46,3734596334919489536,Female,35-44,Low,Social Media,0.000000
2015-01-01 12:29:47,5318185148407764992,Female,45-54,Low,Blog,0.001947
2015-01-01 12:29:47,7713883200104199168,Female,>54,Low,Blog,0.000000
2015-01-01 12:29:48,9129024115819305984,Female,45-54,Low,News,0.000000
2015-01-01 12:29:49,6649492399495030784,Female,25-34,High,Blog,0.000000
2015-01-01 12:29:51,4328101052993930240,Male,45-54,Low,News,0.000000
2015-01-01 12:29:52,2019886778098796544,Female,>54,Medium,Social Media,0.002714
2015-01-01 12:29:55,7348944262955851776,Female,<25,Medium,Blog,0.001935
2015-01-01 12:29:56,7681734674711798784,Male,35-44,High,Social Media,0.000000
2015-01-01 12:29:56,1700960457279739904,Female,45-54,Medium,Blog,0.000000
2015-01-01 12:29:57,1756730431450620928,Male,45-54,Low,Blog,0.000000
2015-01-01 12:29:58,7504986976801130496,Female,<25,Medium,Blog,0.001371
2015-01-01 12:30:00,7742133644548630528,Female,<25,Medium,Blog,0.001327
2015-01-01 12:30:07,2002568502296938496,Female,45-54,Medium,Social Media,0.002402
2015-01-01 12:30:08,1081866576599739392,Male,<25,Medium,Social Media,0.002026
2015-01-01 12:30:09,2926345123233811456,Female,35-44,Medium,Blog,0.000000
2015-01-01 12:30:11,6734344936651998208,Female,45-54,Medium,News,0.002656
2015-01-01 12:30:14,6800346393148847104,Female,35-44,Low,News,0.001445
2015-01-01 12:30:17,8844767008647839744,Male,35-44,Medium,Shopping,0.001437
2015-01-01 12:30:19,6322227964348364800,Male,>54,Medium,Social Media,0.002523
2015-01-01 12:30:20,4651791101362885632,Female,45-54,High,Shopping,0.001434
2015-01-01 12:30:21,6106569379971915776,Female,25-34,High,News,0.001410
2015-01-01 12:30:22,8799258569798217728,Male,<25,Medium,News,0.001521
2015-01-01 12:30:22,84911274431334400,Male,25-34,Medium,Social Media,0.002872
2015-01-01 12:30:24,8150390335767598080,Female,25-34,Low,Social Media,0.002301
2015-01-01 12:30:25,6163136687489218560,Female,<25,Medium,News,0.000000
2015-01-01 12:30:26,3836350181166024704,Male,25-34,Medium,Blog,0.002521
2015-01-01 12:30:27,1718770648033262592,Female,>54,Low,Blog,0.001915
2015-01-01 12:30:28,4698923979754427392,Female,35-44,High,Social Media,0.001259
2015-01-01 12:30:28,1137453627944834048,Male,<25,High,News,0.002792
2015-01-01 12:30:33,6360583309497422848,Male,25-34,Medium,Shopping,0.001707
2015-01-01 12:30:36,3408511675604459520,Female,25-34,Low,Shopping,0.002995
2015-01-01 12:30:36,494747552222778368,Female,>54,Low,Social Media,0.000000
2015-01-01 12:30:37,6749100590661770240,Male,25-34,Low,Social Media,0.002116
2015-01-01 12:30:38,6147304578587022336,Female,45-54,Low,Social Media,0.000000
2015-01-01 12:30:41,7556834922119229440,Female,<25,High,Social Media,0.001361
2015-01-01 12:30:41,2242788868150348800,Male,25-34,Medium,News,0.000000
2015-01-01 12:30:42,7163916205968523264,Male,<25,Low,Social Media,0.000000
2015-01-01 12:30:43,1597685537558924288,Female,<25,Low,Social Media,0.002567
2015-01-01 12:30:45,307141501613570048,Female,<25,Medium,Shopping,0.001478
2015-01-01 12:30:45,180383507924524032,Female,45-54,Medium,Shopping,0.002492
2015-01-01 12:30:50,267183178242962432,Female,25-34,Medium,Shopping,0.000000
2015-01-01 12:30:52,5445971142357313536,Female,<25,Medium,News,0.000000
2015-01-01 12:30:53,3432228162928833536,Female,<25,High,Social Media,0.002641
2015-01-01 12:30:55,1550872924120365056,Female,25-34,Medium,Shopping,0.000000
2015-01-01 12:30:56,259078595994671104,Male,<25,Medium,Shopping,0.000000
2015-01-01 12:30:57,7022802763689037824,Male,35-44,Low,Social Media,0.002900
2015-01-01 12:30:57,4928339416910475264,Female,<25,Low,Shopping,0.001874
2015-01-01 12:31:00,1473025997769513984,Male,45-54,High,Shopping,0.000000
2015-01-01 12:31:00,4412954412537847808,Female,35-44,Medium,Social Media,0.000000
2015-01-01 12:31:02,1138137279981069312,Female,35-44,Low,News,0.000000
2015-01-01 12:31:02,7999403033008609280,Female,25-34,Medium,Shopping,0.000000
2015-01-01 12:31:10,8242558887727435776,Female,45-54,Medium,Social Media,0.000000
2015-01-01 12:31:12,1890174592748120064,Female,<25,Low,News,0.000000
2015-01-01 12:31:13,6247970968476959744,Male,45-54,Low,Shopping,0.000000
2015-01-01 12:31:15,8049219739301474304,Female,25-34,High,Social Media,0.000000
2015-01-01 12:31:15,4855609741119267840,Female,25-34,Medium,Shopping,0.002798
2015-01-01 12:31:16,6757820818111348736,Female,45-54,Medium,Blog,0.000000
2015-01-01 12:31:19,53399488361231360,Female,45-54,Medium,News,0.001212
2015-01-01 12:31:22,1714585832537927680,Female,25-34,Low,Blog,0.000000
2015-01-01 12:31:24,4618010100530674688,Female,45-54,Medium,News,0.000000
2015-01-01 12:31:26,3863672105329043456,Female,25-34,Low,Shopping,0.001981
2015-01-01 12:31:30,4888906773956291584,Male,25-34,Medium,Social Media,0.000000
2015-01-01 12:31:30,3369470821645446144,Female,35-44,Medium,News,0.000000
2015-01-01 12:31:32,6814328758386191360,Male,45-54,High,News,0.000000
2015-01-01 12:31:32,224983819392580608,Male,>54,High,Blog,0.001565
2015-01-01 12:31:35,7799169918063431680,Male,45-54,Low,Shopping,0.000000
2015-01-01 12:31:36,3518211513172143104,Female,>54,Low,Shopping,0.000000
2015-01-01 12:31:36,5804514767055609856,Female,25-34,Low,Shopping,0.000000
2015-01-01 12:31:38,4537924871848637440,Female,25-34,High,News,0.000000
2015-01-01 12:31:39,7488886372533465088,Male,<25,Medium,Shopping,0.000000
2015-01-01 12:31:40,1626723336705856512,Male,>54,Medium,News,0.002319
2015-01-01 12:31:41,201039356654850048,Female,>54,Low,Shopping,0.002977
2015-01-01 12:31:42,6610281625057417216,Female,45-54,Medium,News,0.002678
2015-01-01 12:31:44,917297625334181888,Female,25-34,Medium,News,0.002315
2015-01-01 12:31:45,279081330916713472,Female,45-54,Medium,News,0.000000
2015-01-01 12:31:47,4535232922096182272,Female,<25,Medium,Shopping,0.002597
2015-01-01 12:31:48,3754585353840071680,Female,>54,Medium,Shopping,0.002863
2015-01-01 12:31:49,2179996675313771520,Female,>54,Medium,Shopping,0.000000
2015-01-01 12:31:51,1796476912173656064,Female,<25,High,News,0.001624
2015-01-01 12:31:53,5265189857851008000,Female,35-44,Medium,Shopping,0.000000
2015-01-01 12:32:03,998879288974130176,Male,25-34,Medium,Shopping,0.000000
2015-01-01 12:32:05,25309483758730240,Female,35-44,Low,Shopping,0.000000
2015-01-01 12:32:15,6904643451673355264,Female,25-34,Medium,Social Media,0.002611
2015-01-01 12:32:15,8641628872990294016,Female,35-44,Medium,Social Media,0.001304
2015-01-01 12:32:15,8342553905599379456,Male,45-54,Low,Shopping,0.001854
2015-01-01 12:32:15,7278809852374369280,Female,25-34,High,Shopping,0.000000
2015-01-01 12:32:16,5275515928588485632,Female,<25,Low,Shopping,0.001578
2015-01-01 12:32:16,2487042255631066112,Female,35-44,Low,Social Media,0.000000
2015-01-01 12:32:18,2649222825836233728,Female,35-44,Medium,Shopping,0.000000
2015-01-01 12:32:18,1652617716965255168,Female,35-44,Medium,Blog,0.000000
2015-01-01 12:32:19,2264141988348928,Male,45-54,High,Shopping,0.002350
2015-01-01 12:32:20,7469658851848235008,Female,45-54,Medium,News,0.000000
2015-01-01 12:32:20,568203581042255872,Male,45-54,Low,Shopping,0.000000
2015-01-01 12:32:20,8332004975444134912,Female,25-34,Medium,News,0.000000
2015-01-01 12:32:20,6109818553032896512,Female,>54,High,Social Media,0.000000
2015-01-01 12:32:21,7871371987699337216,Female,35-44,Medium,News,0.000000
2015-01-01 12:32:27,2150395068887323648,Male,25-34,High,Shopping,0.001883
2015-01-01 12:32:29,242527498714843136,Female,35-44,High,Blog,0.000000
2015-01-01 12:32:34,5019736605248658432,Female,35-44,Medium,Social Media,0.001178
2015-01-01 12:32:35,3522349397531964416,Female,45-54,Medium,Shopping,0.000000
2015-01-01 12:32:35,3211492594821895168,Female,<25,Low,Blog,0.000000
2015-01-01 12:32:38,3619790279859219456,Female,35-44,Low,News,0.002651
2015-01-01 12:32:39,2684342589107718144,Female,>54,Medium,Shopping,0.001847
2015-01-01 12:32:39,2252311867130429440,Male,<25,High,News,0.000000
2015-01-01 12:32:40,1586062752713128960,Male,25-34,Low,Shopping,0.002962
2015-01-01 12:32:41,5117869073332047872,Female,>54,High,Shopping,0.002745
2015-01-01 12:32:41,8620412396020263936,Female,45-54,Low,Social Media,0.002633
2015-01-01 12:32:43,2809504487794274304,Female,<25,Medium,Social Media,0.002047
2015-01-01 12:32:45,3301043157541662720,Male,25-34,Medium,News,0.001648
2015-01-01 12:32:49,1408178016675453952,Female,35-44,Medium,Social Media,0.001372
2015-01-01 12:32:53,5905404849504593920,Female,<25,Medium,Social Media,0.001168
2015-01-01 12:32:54,2027732261054584832,Male,45-54,High,Shopping,0.000000
2015-01-01 12:32:59,2662624036118952960,Male,45-54,Low,Social Media,0.000000
2015-01-01 12:33:04,8338703067591036928,Male,25-34,Low,Blog,0.000000
2015-01-01 12:33:05,7581131955285693440,Female,<25,Low,Blog,0.000000
2015-01-01 12:33:09,5809872031741353984,Female,35-44,Medium,Social Media,0.001595
2015-01-01 12:33:09,268712233140239360,Female,35-44,High,News,0.001295
2015-01-01 12:33:09,5735229930447191040,Male,25-34,Medium,Shopping,0.000000
2015-01-01 12:33:14,4154561197747053568,Female,25-34,Low,News,0.000000
2015-01-01 12:33:24,7038547666533938176,Male,<25,Medium,Shopping,0.001061
2015-01-01 12:33:25,3590350322640704512,Female,35-44,Medium,Shopping,0.001973
2015-01-01 12:33:26,4498764970664711168,Male,<25,High,News,0.000000
2015-01-01 12:33:26,1449820295087702016,Male,<25,Low,News,0.000000
2015-01-01 12:33:30,5189233652316482560,Female,45-54,Medium,Blog,0.000000
2015-01-01 12:33:30,6754738480443603968,Female,35-44,Low,News,0.000000
2015-01-01 12:33:30,6638853307045805056,Female,45-54,Medium,Shopping,0.002333
2015-01-01 12:33:33,6348559648536058880,Female,25-34,Medium,Blog,0.001671
2015-01-01 12:33:35,7298577541524990976,Female,35-44,Low,Blog,0.002760
2015-01-01 12:33:40,2141129221866695680,Male,35-44,Medium,Shopping,0.001720
2015-01-01 12:33:40,8957458978885072896,Male,25-34,Medium,Shopping,0.001813
2015-01-01 12:33:42,1774350470863800320,Female,<25,Low,News,0.000000
2015-01-01 12:33:43,2115782072017351680,Female,<25,High,News,0.001010
2015-01-01 12:33:44,1678636974866764800,Female,<25,Medium,Social Media,0.001462
2015-01-01 12:33:45,7499229390459412480,Male,35-44,Low,News,0.000000
2015-01-01 12:33:46,3425259070992898048,Female,45-54,Medium,News,0.002546
2015-01-01 12:33:47,2267569816761699328,Female,>54,Medium,Social Media,0.002987
2015-01-01 12:33:47,3734178359151351808,Female,35-44,Medium,Social Media,0.002747
2015-01-01 12:33:51,1181630614333035520,Female,45-54,High,Blog,0.000000
2015-01-01 12:33:53,8005869317384355840,Female,35-44,Low,Blog,0.002906
2015-01-01 12:33:53,4717248091784658944,Male,>54,Medium,Blog,0.000000
2015-01-01 12:33:53,1271967958372727808,Male,25-34,Medium,Social Media,0.001800
2015-01-01 12:33:54,7928797426393679872,Female,45-54,Medium,Social Media,0.000000
2015-01-01 12:33:57,3049908345285561344,Male,45-54,Low,Social Media,0.001274
2015-01-01 12:34:04,4119388688580392960,Female,25-34,Medium,News,0.002211
2015-01-01 12:34:05,4334262668761275392,Female,<25,Low,News,0.000000
2015-01-01 12:34:06,5149705006992748544,Female,<25,Low,Social Media,0.000000
2015-01-01 12:34:08,8729548232338918400,Male,>54,Low,Shopping,0.000000
2015-01-01 12:34:09,4692890852527013888,Male,>54,Low,Shopping,0.001667
2015-01-01 12:34:15,904781530071303168,Female,25-34,High,News,0.001757
2015-01-01 12:34:16,54659113428122624,Male,<25,Low,Social Media,0.001507
2015-01-01 12:34:17,8825112498256200704,Male,45-54,Medium,News,0.001274
2015-01-01 12:34:17,41031499482998784,Female,<25,High,Shopping,0.000000
2015-01-01 12:34:17,3379101173387756544,Female,25-34,Medium,News,0.002195
